Image_ID,en_caption
figure15-5-3C,Color fundus photograph of the left eye of a patient with CMV retinitis associated with AIDS. Right eye of There are yellow-white lesion and hemorrhages at the disc and posterior pole.
figure16-1-1,Berlin's edema. The posterior retina presents whitening and edema
figure16-1-2A,retinal contusion caused by blow fr om a football.There are whjtening and dot hemorrhages in the supra-temporal Retina.
figure16-1-4A,Traumatic chorioretinopathy caused by blow froma glass bottle. There are hemorrhages in the posterior pole retina.
figure16-1-4B,Traumatic chorioretinopathy caused by blow froma glass bottle. There are hemorrhages in the  peripheral retina.
figure16-1-4E,Traumatic chorioretinopathy caused by blow froma glass bottle. After twomonths of treatment the hemorrhages has been resorbed
figure16-1-5AB,Ocular contusion. the hemorrhages around optic disc.
figure16-1-6,Ocular contusion. Vitreous hemorrhages
figure16-1-7A,"Ocular contusion caused by an umbrella from anterior toward the posterior pole of the eye, the macula presents many yellow spots without hemorrhage. Visual acuity 0.4."
figure16-1-8,Ocular contusion. Macular hole
figure16-1-10,Ocular contusion. Macular hole and traumatic chorioretinopathy as well as optic nerve atrophy
figure16-1-11,Late stage of macular contusion. There is scar and pigmentation at the macula
figure16-1-12A,"Traumatic chorioretinopathy caused by blow from a wood, VA 0.1.there are choroidal hemorrhages in the posterior pole."
figure16-1-13A,Old traumatic chorioretinopathy.There is an old chorioretinal scar in the supra-ternopral side of the disc.
figure16-1-14A,Central retinal artery occlusion and anterior ischemic optic neuropathy after vehicle crashes (motor car and car) VA 0.1. There are extensive cotton-wool spots and hemorrhages around the disc.
figure16-1-15A,Central retinal vein occlusion and arteriolar occlusion after bicycle accident. There is edema in the infra-temporal retina.
figure16-1-17,Macula dislocation (arrowhead) and retinal wrinkle caused by contusion
figure16-1-18A,Choroidal hemorrhages in the macula and around the disc caused by stone from Imdistance. Visual acuity 0.04.
figure16-1-19A,"Choroidal rupture caused by blow from a brick,VA0.3."
figure16-1-20A,"Choroidal rupture caused by direct trauma from an iron ware,VA 0.05. there are two chorroidal ruptures (arrowheads) and subretinal hemorrhages."
figure16-1-22A,Triangle syndrome caused by contusion. There is rectangle “salt and peper appearance” in the supratemporal retina.
figure16-1-23A,Triangle syndrome caused after scleral buckling. There is triangle chorio-retinal atrophy in the supratemporal and infranasal retina.
figure16-1-25,Traumatic optic nerve avulsion at the optic disc.There are hemorrhages around the disc and in the retina
figure16-1-26A,Severe traumatic optic nerve avulsion. The retina is drawed to form wrinkles with extensive hemorrhages around the disc.
figure16-1-27,Late stage of traumatic optic nerve avulsion. The disc formed a hole with occluded retinal vessels
figure16-2-1B,Purtscher's retinopathy. A six-year-old girl with remote injure. There are extensive grey retinal edema in posterior pole with preretinal and retinal hemorrhages and optic disc edema
figure16-3-2AB,Retinal metal foreign body (arrowhead)with preretinal hemorrhages.
figure16-3-2B,After foreign body removed the preretinal hemorrhages is resorbed
figure16-3-4,"After foreign body removed, there is fibrosistissue dragging the macula and disc"
figure16-3-5C,an iron foreign body (arrowhead) near the optic disc. there is a scar at the macula corresponding to the foreign body location
figure16-4-1,Solar retinopathy. The visual acuity decreased several years after watching the eclipse
figure16-4-2AB,Ultrared injury. A 41-year-old man compianed of blurring in his right eye after pressing the switch of an ultrared instrument occasionally.Visual acuity 0.06 There were extensive vitreous and preretinal hemorrhages.
figure16-4-2BB,"one month after treatment the hemorrhages were absorbe A few hemorrhages and a scar remained superior to the macula, the visual acuity recovered to 1.0."
figure16-4-3,"After laser injury, macular hemorrhages"
figure16-4-4AB,"A 25-year-old man complained of blurring in his left eye, after exposure to laser light of 50 cm (wave length 808nm, power 1500mw, spot size 3 mm), There is a few hemorrhages at the macula, VA 1.0."
figure16-4-4E,"One month after treatment, the hemorrhages were resorbed"
figure16-4-5AB,Radition retinopathy. A 51-year-old complained of blurring in left eye 16 months after radiation therapy for a nose carcinom There are cotton-wool spots and hemorrhages around the optic disc.
figure16-5-1,Retinal toxicity after intraocular gentamicin injection . There are extensive retinal edema and hemorrhages causing severe visual impairment
figure16-5-5A,Optic nerve atrophy and retinopathy. A 21-year-old woman complained visual impairment after taking niclofolan visual acuity no light reception. The disc showed pale color with vascular attenuation.
figure16-5-5C,The visual acuity of the left eye 0.9 with pale disc and vascular sheathing.
figure1-2,"Confluent drusen. Fundus photograph demonstrating multiple large, predominantly confluent drusen. Confluence is greatest temporal to the fovea. Confluent drusen are a risk factor for exudative age-related macular degeneration (AMD)."
figure1-3,"Basal laminar drusen. Fundus photograph demonstrating multiple small, round, diffuse drusen(inset) with large areas of confluence in the posterior pole and midperipheral retina. Basal laminar drusen may bemore apparent with fluorescein angiography than clinically."
figure1-4,Hard drusen. Hard drusen(inset) are small(63 μm or smaller) and are not a risk factor for more advanced forms of AMD.
figure1-5,Focal hyperpigmentation. Fundus photograph showing multiple drusen with retinal pigment epithelial alterations(inset). Focal hyperpigmentation is noted in the fovea and just nasal to the fovea. Focal hyperpigmentation is a risk factor for more advanced forms of AMD associated with vision loss.
figure1-6A,"Nongeographic atrophy.Multiple large drusen are noted and there are areas of retinal pigment epithelial alterations. Surrounding the fovea superiorly and temporally are two areas of nongeographic atrophy. There is thinning of the retinal pigment epithelium (RPE), but the borders are not discrete around the entire lesion and the underlying larger choroidal vessels are not visible at this time."
figure1-7,End-stage geographic atrophy. Large geographic atrophy involving the fovea. Note the visibility of the underlying larger choroidal vessels. Visual acuity was counting fingers.
figure1-8A,Drusenoid pigment epithelial detachment. Right eye of a patient showing large confluent drusen in a drusenoid pigment epithelial detachment configuration. There is focal hyperpigmentation centeredon the fovea. Visual acuity was 20/40.
figure1-8B,Drusenoid pigment epithelial detachment. Left eye of the same patient showing spontaneous resolution of a drusenoid pigment epithelial detachment with a residual rim of confluent large drusen. Visual acuity was 20/30.
figure1-9A,Multiple large drusen and confluent drusen. Drusen may spontaneously regress and progress to areas of right pigment epithelial atrophy(arrow). There is loss of foveal pigment from spontaneous resolution of drusen.
figure1-10A,Multiple large drusen. Multiple large confluent drusen(insets). Visual acuity was 20/25.
figure1-11A,"Atrophic AMD. Color fundus photograph demonstrating atrophic AMD. Multiple large-and medium-sized drusen are noted, and an area of geographic atrophy is noted just superior to the fovea(inset upper right). The borders are discrete, and the larger underlying choroidal vessels are visible. Areas of focal hyperpigmentation are noted as well(inset lower right)."
figure1-13,Disciform scar. A large area of submacular fibrosis with chronic submacular fluid is noted.Disciform scarring is the final common pathway for exudative AMD. Visual acuity is counting fingers eccentrically.
figure1-14A,"Exudative AMD, classic CNV. Shallow submacular fluid and intraretinal hemorrhage are noted."
figure1-14E,"Exudative AMD, classic CNV.Thermal laser photocoagulation is performed and shows retinal whitening."
figure1-14F,"Exudative AMD, classic CNV.Three weeks later there is evidence of atrophy in the area of laser treatment and resolution of the submacular fluid."
figure1-15A,Occult CNV. Color fundus photograph demonstrating drusen and slightly turbid submacular fluid centered inferior to the fovea(inset).
figure1-16A,Occult CNV. Color fundus photograph showing turbid submacular fluid and drusen(arrow).
figure1-17A,Classic and occult CNV. Fundus photograph demonstrating macular edema as well as shallow submacular fluid due to exudative AMD(arrow). Some drusen are noted peripheral to the neurosensory detachment.
figure1-18A,Retinal pigment epithelial detachment. Color fundus photograph showing a retinal pigment epithelial detachment with submacular fluid centered temporal to the fovea. Some drusen are noted temporal to the detachment.
figure1-19A,Serous pigment epithelial detachment. Color fundus photograph demonstrating a blister-like elevation of a serous pigment epithelial detachment(inset).
figure1-20A,Retinal pigment epithelial tear. A retinal pigment epithelial tear is noted by the discrete borders of the loss of pigment in the temporal macula. A scrolled edge can be seen as a curved hyperpigmented line extending through the fovea(inset).
figure1-20D,"Retinal pigment epithelial tear.Thirty months later, the color fundus photograph shows some submacular fibrosis and atrophy in the retinal pigment epithelial tear.Underlying choroidal vessels are visible in the region of the tear(inset)."
figure1-21,"Submacular hemorrhage. Submacular hemorrhage can cause dramatic sudden loss of central vision in patients with exudative AMD. Note that some overlying retinal vessels are visible, the clue that the hemorrhage is subretinal."
figure1-22A,Recurrent CNV after thermal laser treatment. Color fundus photograph shows prior area of hyperpigmented thermal laser photocoagulation scar and new submacular hemorrhage and fluid extending through the fovea.
figure1-23A,Anti-VEGF therapy for exudative AMD. Color fundus photograph demonstrating serous macular detachment and retinal hemorrhage prior to treatment with monthly intravitreal ranibizumab anti-VEGF therapy. Visual acuity was 20/100.
figure1-23E,Anti-VEGF therapy for exudative AMD. One year posttreatment color fundus photograph reveals diminished submacular fluid and absence of retinal hemorrhage. Visual acuity was 20/40.
figure2-1,Macular epiretinal membrane. Glistening membrane over the macula causing distortion ofcentral retina.
figure2-2A,Macular epiretinal membrane.Thick membrane over the macula causing distortion of the central retina.
figure2-3A,Macular epiretinal membrane. Preoperative appearance of membrane(inset); visual acuity was 6/60. Note the retinal folds and retinal vascular compression and tortuosity.
figure2-3B,Macular epiretinal membrane. Postoperative appearance of membrane(inset); visual acuity was 6/12. There is less retinal vascular tortuosity.
figure2-4A,"Idiopathic macular hole, stage 1. Stage 1 macular hole with yellow ring appearance aroundthe fovea. Visual acuity remains 6/7.5."
figure2-5A,"Idiopathic macular hole, stage 2.Stage 2 macular hole appears as a small round defect in the fovea(inset)."
figure2-6A,"Idiopathic macular hole, stage 3.Stage 3 macular hole with cuff of subretinal fluid around the hole."
figure2-7A,"Idiopathic macular hole, stage 4. Stage 4 macular hole; note condensed vitreous of posterior vitreous detachment overlying inferotemporal vascular arcade (arrow)."
figure2-8A,"Idiopathic macular hole, chronic.Chronic stage 4 macular hole with subretinal precipitates(inset)."
figure2-8B,"Idiopathic macular hole, chronic.Retinal pigment epithelial ring around macular hole indicates chronicity."
figure2-10A,Idiopathic macular hole. Preoperative appearance of stage 3 macular hole (yellow spots are incidental drusen).
figure2-10B,Idiopathic macular hole. Postoperative appearance of stage 3 macular hole; note closed appearance of hole. Vision improved to 6/12 from 6/30.
figure2-11A,Vitreomacular traction syndrome. Adhesion of the vitreous to a premacular membrane elevates the fovea and creates macular distortion.
figure2-12A,Cystoid macular edema. The normal foveal reflex is lost and there are cystoid changes in the central macula.
figure2-13A,Polypoidal choroidal vasculopathy (PCV). Areas of serosanguineous retinal detachment in the macula (arrow).
figure2-14A,"Degenerative myopia.Temporal myopic crescent. Note ""thinning"" of retinal pigment epithelium(inset reveals true borders of optic nerve)."
figure2-14B,Degenerative myopia. Prominent tilted disc with temporal crescent and lacquer crack above fovea (arrow).
figure2-14C,Degenerative myopia. Spontaneous subretinal (foveal) hemorrhage from lacquer crack without choroidal neovascularization(CNV).
figure2-14D,Degenerative myopia. Subfoveal CNV (arrow) with pigmentation and shallow subretinal fluid.
figure2-14E,Degenerative myopia. A posterior staphyloma is present around the optic nerve.
figure2-14F,Degenerative myopia. Extensive chorioretinal atrophyin posterior pole and periphery in the right eye.
figure2-14G,Degenerative myopia. Extensive chorioretinal atrophy in posterior pole and periphery in the left eye.
figure2-15,"Angioid streaks, orange streaks. Orange lines around the optic nerve with extensions throughout the posterior pole."
figure2-16A,Angioid streaks. Subretinal hemorrhage and retinal elevation adjacent to angioid streak is highly suggestive of choroidal neovascularization.
figure2-18A,Angioid streaks. Pigmented streaks with subretinal hemorrhage.
figure2-18B,Angioid streaks. Peau d'orange appearance in the temporal periphery.
figure2-19A,"right eye, Angioid streaks, traumatic subretinal hemorrhage. Patient with bilateral angioid streaks was punched in the left eye and suffered extensive subretinal hemorrhage. The subretinal hemorrhage eventually resolved, but left severe scarring and visual loss."
figure2-19B,"left eye, Angioid streaks, traumatic subretinal hemorrhage. Patient with bilateral angioid streaks was punched in the left eye and suffered extensive subretinal hemorrhage. The subretinal hemorrhage eventually resolved, but left severe scarring and visual loss."
figure2-19C,"Angioid streaks, traumatic subretinal hemorrhage. Patient with bilateral angioid streaks was punched in the left eye and suffered extensive subretinal hemorrhage. The subretinal hemorrhage eventually resolved, but left severe scarring and visual loss."
figure2-20,"Central serous retinopathy, serous macular detachment. Serous retinal detachment in the macula."
figure2-21,"Central serous retinopathy, fibrin formation. Subretinal fibrin precipitation in serious detachment of the macula(arrow) ."
figure2-22,"Central serous retinopathy, retinal pigment epithelial alterations. Retinal pigment epithelial clumping in the macula following resolution of serous detachment(inset) ."
figure2-23A,Central serous retinopathy. Earlier phase of disease in same patient as in Fig. 2-22. Note serious detachment of the retinal pigment epithelial superotemporal to the optic nerve and fibrin accumulation in the serous detachment of the macula.
figure2-24A,Central serious retinopathy. Patient with recurrent CSR (note smallserous detachment of macula) who had prior episode(s) of serous detachment that led to gravity-dependent pooling of fluid inferiorly as evidenced by retinal pigment epithelial alterations extending into the inferior periphery.
figure2-24B,Central serious retinopathy. Patient with recurrent CSR (note smallserous detachment of macula) who had prior episode(s) of serous detachment that led to gravity-dependent pooling of fluid inferiorly as evidenced by retinal pigment epithelial alterations extending into the inferior periphery.
figure2-25A,Central serious retinopathy. Large serious detachment of the macula with fibrin under retina.
figure2-26A,"Central serious retinopathy, ""smokestack"" leakage. Small serous detachment of the macula with retinal pigment epithelial alterations."
figure2-26E,"Central serious retinopathy, post-laser treatment. Ten weeks after laser photocoagulation. There is complete resolution of subretinal fluid but residual retinal pigment epithelial alterations. Vision improved from 6/30 to 6/9."
figure2-27A,Choroidal folds.Alternating light and dark streaks through the macula.
figure2-27B,Choroidal folds.Obliquely oriented alternating light and dark streaks above the macula.
figure2-28,Hypotony maculopathy. Horizontal and oblique macular folds in a patient with hypotony maculopathy after glaucoma surgery.
figure3-1A,Minimal nonproliferative diabetic retinopathy (NPDR).
figure3-1B,Minimal nonproliferative diabetic retinopathy (NPDR).
figure3-2,NPDR with retinal hemorrhages and hard yellow exudates (HYEs).
figure3-3,Subtle HYE near fovea in NPDR.
figure3-4A,"Retinal hemorrhages, HYE, and edema in NPDR."
figure3-5,Macular edema and HYE with blunting of foveal reflex.
figure3-6,Cotton-wool spots as well as hemorrhage and HYE.
figure3-7,Venous beading (arrow) indicating more severe NPDR.
figure3-8A,Severe NPDR.
figure3-9,Sausaging of retinal venules (arrow) seen in severe NPDR.
figure3-10,Venous loop.
figure3-11,Hemorrhages and cotton-wool spots in branch retinal vein obstruction. Note the segmental distribution of the fundus abnormalities.
figure3-12,Numerous cotton-wool spots with a few hemorrhages in a nondiabetic patient with a history of prior radiation for treatment of a brain tumor.
figure3-13A,Retinal hemorrhages with mild macular edema.
figure3-15A,Macular edema and HYE in NPDR.
figure3-15B,"Several months after laser treatment, resolution of edema and HYE is seen."
figure3-17,Neovascularization of the disc(NVD). Moderately severe NVD as defined in the Diabetic Retinopathy Study.
figure3-18,Severe elevated NVD.
figure3-19A,"Proliferative diabetic retinopathy (PDR) with macular edema, HYE, and NVD"
figure3-20A,Patches ofneovascularization elsewhere(NVE). Note the bland appearance of the fundus peripheral to the NVE
figure3-21A,PDR with NVD and NVE (arrows) .
figure3-23,Mild vitreous hemorrhage in PDR.
figure3-24,"Large preretinal hemorrhage in PDR resulting in a large, dense scotoma."
figure3-25,Boat-shaped preretinal hemorrhage in PDR.
figure3-26,More dense vitreous hemorrhage.
figure3-28,Laser photocoagulation scars spaced about one burn width apart in panretinal photocoagulation(PRP).
figure3-29,PRP scars in PDR. Note sparing of the macula.
figure3-30,Equator-plus photo after full PRP.
figure3-31A,Posterior pole after PRP. The patient had no appreciable macular thickening but vision was reduced to 20/80.
figure3-32A,Traction retinal detachment involving the macula.
figure3-32B,"Postoperative appearance after vitrectomy, membrane peeling, and PRP."
figure3-33A,Marked traction on the maculain a patient found to have a full-thickness retinal break as well during vitrectomy.
figure3-33B,"Postoperative appearance shows the retina to be attached, PRP and a residual vitreous cavity gas bubble (arrow) slowly resolving."
figure3-35A,Preoperative appearance of highly elevated and vascularized NVD.
figure3-35B,Two days after intravitreal injection of bevacizumab the NVD looks white and tissue manipulation during vitrectomy is greatly facilitated.
figure4-1,Cotton-wool spots. Multiple cotton-wool spots (inset) in the fundus of a patient with human immunodeficiency virus (HIV) infection.
figure4-2,"Hypertensive retinopathy, grade 1. The retinal arteries are markedly narrowed and straightened. Small retinal hemorrhages are present, not due to hypertension but due to background diabetic retinopathy."
figure4-3,"Hypertensive retinopathy, grade 2. Prominent arteriovenous nicking (arrows) is seen. Small retinal hemorrhages are present, not due to hypertension, but due to diabetic retinopathy."
figure4-4,"Hypertensive retinopathy, grade 4. Cotton-wool spots, retinal hemorrhages, a macular star composed of intraretinal lipid exudates, and a serous detachment ofthe macula are all present. The optic nerve head is swollen, the feature that separates grade 3 and grade 4 hypertensive retinopathy."
figure4-5A,"Hypertemlve ntlnopathy, grade 4.Retinal hemorrhages are present, the optic disc is swollen, and an exudative retinal detachment (arrows) is present inferiorly. Yellow Elschnig spots (asterisk) are present in the macula."
figure4-6,Cilioretinal artery obstruction. Isolated cilioretinal artery obstruction. Note the retinal whitening indicating ischemic retinal edema (inset).
figure4-7,Cilioretinal artery obstruction and ischemic optic neuropathy. Cilioretinal artery occlusion associated with anterior ischemic optic neuropathy. Note the associated disc edema and pallor.
figure4-8A,Bruadl retinal artery obstruction.Retinal whitening due to branch retinal artery obstruction. Note the proximal intra-arterial platelet fibrin thrombus (arrow).
figure4-9,"Branch retinal artery obstruction, calcific plaque. Intra-arterial calcific plaque (arrow) associated with branch retinal artery occlusion."
figure4-10,"Acute central retinal artery occlusion. Superficial retinal opacification is present, and a cherry red spot can be seen in the foveola. Note the segmented columns of blood in retinal arterioles (boxcarring)."
figure4-11,Central retinal artery occlusion with cilioretinal artery sparing. Acute central retinal artery occlusion (inset) with cilioretinal arterial sparing of the foveola. Compare with Figure 4-6.
figure4-12,Hollenhorst plaque. Glistening cholesterol embolus (Hollenhorst plaque) within a retinal arteriole (arrow). These emboli typically lodge at retinal arteriolar bifurcations.
figure4-13A,"Acute ophthalmic artery obstruction.Marked retinal whitening is present, and a cherry red spot is absent. The visual acuity was no light perception."
figure4-14,"Combined central retinal artery and central retinal vein occlusion. The retinal veins aredilated and tortuous, retinal hemorrhages are present, and a cherry red spot due to superficial retinal opacification can be seen."
figure4-15A,"Ocular ischemic syndrome.The retinal veins are slightly dilated, but not tortuous, and the retinal arteries are narrowed. A few retinal hemorrhages are noted in the macula."
figure4-18A,Branch retinal vein occlusion.Retinal hemorrhages and cotton-wool spots are present in the distribution of the occluded vessel (inset).
figure4-19,Nonischemic central retinal vein occlusion. Note the retinal hemorrhages in all four quadrants around the optic disc. The visual acuity in the eye was 20/50.
figure4-20A,"Ischemic central retinal occlusion.Retinal hemorrhage, diffuse retinal edema, and numerous cotton-wool spots are present. The visual acuity was hand motions."
figure4-20C,"Ischemic central retinal occlusion.Retinal hemorrhage, retinal venous tortuosity, diffuse macular edema, and markedly narrowed retinal arterioles are present."
figure4-20F,Ischemic central retinal occlusion.Optic disc collaterals shunting retinal venous blood to the choroida lcirculation may be noted on the optic disc.
figure4-21A,"Retinal arterial macroaneurysm associated with yellowed blood. The blood superiorly is superficial to the retinal vessels (preretinal), whereas inferiorly it is located in the subretinal space. The yellow macroaneurysm (arrow) is present along the course of the retinal artery."
figure4-22A,"Graoup 2 parafovea1 telangiectasis. The temporal foveal retina is thickened, and crystalline deposits are present in this area as well. The visual acuity in the eye was 20/100. Inset highlights telangiectatic changes."
figure4-23,"Sickle cell retinopathy, ""black sunburst lesion."" Small, black sunburst lesion (inset) in an eye with sickle cell retinopathy. There is a sclerotic retinal vessel leading to ischemic peripheral retina inferiorly."
figure4-24A,"Stage 3 proliferative sickle cell retinopathy.Orange ""sea fans,"" or areas of peripheral retinal neovascularization, arepresent at the juncture of perfused and ischemic peripheral retina."
figure4-25A,Radiation retinopathy after teletherapy.Cotton-wool spots and small retinal hemorrhage are present in the posterior pole.
figure4-26,Radiation optic neuropathy after teletherapy. The optic disc is swollen and surrounded by peripapillary lipid exudates and subretinal fluid.
figure4-27,Radiation retinopathy following brachytherapy for a choroidal melanoma. Cotton-wool spots are present in the peripapillary region.
figure4-28,Radiation retinopathy surrounding a choroidal melanoma treated with brachytherapy.Marked lipid exudation is present at the necrotic tumor base.
figure4-29A,Lipemia retinlis. A patient with markedly elevated triglyceride lipid levels who presented with a branch retinal vein occlusion and lipemic yellow retinal vessels and microaneurysms.
figure4-29B,"Lipemia retinlis. After treatment with oral lipid-lowering agents, the retinal vasculature assumes normal coloring."
figure5-1A,"Best's disease, vitelliform stage.Characteristic egg yolk-like lesion in the fovea."
figure5-2A,"Best's disease, pseudohypopyon stage.Collection of yellow material within the subretinal space simulating hypopyon (arrow)."
figure5-3A,"Best's disease, vitelliruptive stage.Irregular areas of retinal pigment epithelial loss secondary to breakup of the egg yolk lesion (arrow)."
figure5-4A,Pseudo-Best's disease.Old premacular hemorrhage simulating the egg yolk lesion of Best's disease. Note that the retinal vessels are obscured by the preretinal lesion (arrow). Slightly irregular borders of the lesion and presence of neighboring retinal hemorrhages are clues to the yellow lesion being an old hemorrhage.
figure5-5A,"Cone dystrophy. Early ""bull's-eye"" maculopathyin a patient with cone dystrophy (inset). Note the temporal optic disc atrophy (arrow)."
figure5-5D,"Cone dystrophy.Advanced cone dystrophy with a classic ""bull's-eye""  maculopathy. Note the temporal optic disc pallor."
figure5-6A,"Pattern dystrophy. Bilateral, multiple, discrete, yellow areas at the level ofthe retinal pigment epithelium (RPE) in the central macular region (inset)."
figure5-6B,"Pattern dystrophy. Bilateral, multiple, discrete, yellow areas at the level ofthe retinal pigment epithelium (RPE) in the central macular region (inset)."
figure5-7A,"Pattern dystrophy.Classic triradiate (""butterfly"") pattern of pigment deposits at the fovea (inset) surrounded by multiple areas of retinal pigment epithelial atrophy"
figure5-9A,"Stargardt's disease.Multiple, discrete, yellow, “pisciform"" flecks (inset shows one fleck) located at the level of the RPE with corresponding hyperfluorescent areas in the fluorescein angiogram photograph are distributed throughout the posterior pole of the left eye."
figure5-10A,"Stargardt's disease. Advanced Stargardt's disease with ""beaten bronze"" macula."
figure5-10C,"Stargardt's disease. Stargardt's disease with""bull's-eye"" macula. Compare with Figure 5-5D. Note the""beaten bronze"" appearance of the macula (inset)."
figure5-11A,Stargardt's disease.Severe loss of RPE in a geographic fashion in the central macular region in a patient with advanced Stargardt's disease. The visual acuity was reduced to 20/200.
figure5-13A,"Choroideremia. Multiple areas of retinal pigment epithelial loss, some of which have coalesced to form larger patches. Note that the foveais spared and the patient had 20/40 vision in this eye."
figure5-13B,"Choroideremia. Multiple areas of retinal pigment epithelial loss, some of which have coalesced to form larger patches. Note that the foveais spared and the patient had 20/40 vision in this eye."
figure5-14A,Early choroideremia. Peripapillary loss of the RPE can be seen. Similar fundus findings can be observed in female carriers of choroideremia.
figure5-14B,Early choroideremia. Peripapillary loss of the subtle pigmentary mottling in the midperipheral fundus can be seen. Similar fundus findings can be observed in female carriers of choroideremia.
figure5-16A,"Gyrate atrophy. Bilateral, multiple, geographic patches of retinal pigment epithelial loss with scalloped borders (inset) are present in the posterior pole and the peripapillary area."
figure5-16B,Gyrate atrophy. Scattered pigmentary clumping is also visible.
figure5-18A,Mizuo-Nakamura phenomenon. Metallic sheen of the retina after light exposure has disappeared after a few hours of dark adaptation.
figure5-18B,Mizuo-Nakamura phenomenon. Metallic sheen of the retina after light exposure has disappeared after a few hours of dark adaptation.
figure5-18C,Mizuo-Nakamura phenomenon. Metallic sheen of the retina after light exposure has disappeared after a few hours of dark adaptation.
figure5-18D,Mizuo-Nakamura phenomenon. Metallic sheen of the retina after light exposure has disappeared after a few hours of dark adaptation.
figure5-19,Albinism. Markedly hypopigmented fundus. Note the haphazard underlying large choroidal vessels.
figure5-20,"Albinism, foveal hypoplasia. Color fundus photograph concentrating on the foveal region of a patient with albinism. Note a complete absence of foveal architecture and foveal reflex-foveal hypoplasia (box)."
figure5-21A,"Albinism, female carrier. Partially hypopigmented fundus in a female carrier of ocular albinism."
figure5-21B,"Albinism, female carrier. Partially hypopigmented fundus in a female carrier of ocular albinism."
figure5-23,"Retinitis pigmentosa(RP). The classic clinical triad of waxy optic disc pallor, arteriolar attenuation, and“bone-spicule"" pigmentation (inset) in a patient with RP."
figure5-24A,"RP. Arteriolar attenuation (inset), and pigmentary changes in the fundus are the characteristicfindings in patients with RP. Visual acuity was reduced to finger counting vision due to foveal changes."
figure5-24B,"RP. optic disc pallor (arrow),  and pigmentary changes in the fundus are the characteristicfindings in patients with RP. Visual acuity was reduced to finger counting vision due to foveal changes."
figure5-25,"RP, sector variant. Equator-plus color fundus photograph showing inferior sectorial retinal pigmentary changes."
figure5-26A,Carcinoma-associated retinopathy (CAR) syndrome. Normal fundus but decreased vision.
figure6-1,Astrocytic hamartoma. A peripapillary astrocytic hamartoma can be seen with classic mulberry calcification overlying an underlying smooth tumor. Patients and family members should be examined for tuberous sclerosis.
figure6-3A,Retinoblastoma. Focal retinoblastomapresenting as a macular intraretinal amelanotic tumor.
figure6-4,"Retinal capillary hemangioma. Note the dilated feeding retinal arteriole (arrow) and the segmented draining retinal vein (arrowhead) with associated macular edema, premacular fibrosis, and lipid exudation. These lesions may be the first manifestation of von Hippel-Lindau disease."
figure6-5,"Retinal cavernous hemangioma. Note the ""cluster of grapes"" appearance of these intraretina laneurysms (inset). There is a lack ofexudation, and surface gray retinal fibrous tissue is noted."
figure6-6,"Congenital hypertrophy of the retinal pigment epithelium. Note the sharp, discrete borders of the lesion as well as the lacunar areas of depigmentation (arrow) within the lesion."
figure6-7A,"Pigmented fundus lesion, Gardner's syndrome. Pigmented lesion associated with Gardner's syndrome and familial gastrointestinal cancer. A depigmented“tail"" (arrowheads) is noted adjacent to the pigmented fundus lesion (insets)."
figure6-7B,"Pigmented fundus lesion, Gardner's syndrome. Pigmented lesion associated with Gardner's syndrome and familial gastrointestinal cancer. A depigmented“tail"" (arrowheads) is noted adjacent to the pigmented fundus lesion (insets)."
figure6-8,Combined hamartoma of the retina and retinal pigment epithelium. This is an example of the juxtapapillary variant of the lesion. The edge of an apparent membrane is noted most prominently on the nasal aspect of the lesion. There is marked distortion and tortuosity of the involved retinal vasculature.
figure6-9,Choroidal nevus. This is a minimally elevated choroidal pigmented lesion with overlying drusen (arrow). No orange pigment or submacular fluid suggestive of potential transformation of a malignant choroidal melanoma is noted.
figure6-10A,"Chorolclal melanoma. A large, elevated, pigmented choroidal mass surrounding the temporal aspect of the optic disc is appreciated with overlying orange pigment. The primary goal of treatment of choroidal melanoma is prevention of systemic metastases."
figure6-10B,"Chorolclal melanoma. A large, elevated, pigmented choroidal mass with subretinal fluid and orange pigment. Orange pigment may represent macrophage ingestion of lipofuscin pigment and reflect tumor activity."
figure6-11,Choroidal melanocytoma. Note the dark brown lesion involving the optic disc. There are feathery edges to the lesion. A small percentage (~15%) of melanocytomas will demonstrate some growth; malignant transformation is rare but has been reported.
figure6-12A,Chorolcld metuta. Metastatic lung cancer presents as an amelanotic choroidal lesion (arrow) superior to the optic disc. Most choroidal metastases occur posterior to the equator. They may be unifocal or multifocal.
figure6-13,"Choroidal hemangioma, circumscribed type. A macular choroidal hemangioma demonstrates submacular fluid and overlying retinal pigment epithelial metaplasia (arrow). This lesion is often confused with central serous retinopathy."
figure6-14,Intraocularlymphoma. Hazy photograph demonstrating vitritis and intraretinal invasion of lymphoma with associated hemorrhagic retinal vasculitis.
figure6-15,Choroidal osteoma. Peripapillary choroidal osteoma is yellow-white in color and there are some overlying areas of clumping of brown pigment. B-scan ultrasonography of choroidal osteoma shows a highly reflective choroidal mass with acoustic shadowing behind the lesion; this is due to intrinsic bone.
figure7-2,"ROP, stage 2. The demarcation line (arrow) between posterior vascularized and anterior avascular retina is elevated as a ridge."
figure7-3A,"ROP, stage 3. The ridge has fibrovascular tissue and is elevated off the surface of the retina (extraretinal fibrovascular proliferation, or ERFP). This is an example of severe stage 3 ROP. Buds of vascular proliferation behind the ridge are ""popcorn"" lesions (arrow)."
